bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-01_T1w	0.39810814919849163	3.3220689757130955	0.5146220979624467	23325.30957211073	3.2851101211500677	3.3247303634502043	3.39741	3.13319	0.2121292228287789	0.42760969973336627	0.36026107743785485	0.43472397327423096	0.06505022346973416	0.0	0.0030764384232080315	18.760872861595978	9.53253129651151	13.022209721476875	176	256	169	1.7197061875440698	8.776609956921392	9.760827422563247	18.786166123224284	26.236091283459235	83.2669380431118	77.06752763785991	121.69955358700871	0.9998946189880371	1.0	1.0	12.284085374724532	5.383227765952029	7.273341828234864	3.6309319511055946	2090840.0	0.0	29.66793132200837	11.22630751446723	5.149260350441407	109.53846371858083	233.80779085413693	215.58083945140243	28387.0	61.932668406516314	460.86867721416047	125.35690329193412	0.06109647303375221	76.28510739219362	684.1775649891397	684.2008669637144	22738.0	555.6670249236747	814.5271943973377	77.95559160528101	0.8926885161504385	49.437110686053124	1002.0707934628209	1000.000024382025	176260.0	918.9233821662143	1091.83042993024	53.23050914700514	0.14620907353591023	0.46118952115447914	0.503832180964863	0.6945397666512377
sub-02_T1w	0.3562204487048948	3.726812694824859	0.5531670758432584	29826.336675849405	3.4836932293021072	3.564559687906322	3.60582	3.2807	0.1766158723877571	0.45436665029473244	0.36901747731751045	0.3386441171169281	0.05138900279998776	0.0	0.003316039647225995	19.780862854476535	8.444869616113863	11.740180083690346	176	256	169	1.4187468565307526	9.819795282766634	11.176931746835274	22.292253101208438	27.728144870467606	93.8523210787422	85.97307327932754	136.33875388877277	0.9998962879180908	1.0	1.0	9.067047124146074	4.8052104619845	5.7185912787139275	3.241065204143524	1757636.0	0.0	22.29327282309532	8.091485340635613	0.3543528897906625	146.3316456227307	227.11085478342656	203.37684156000614	19021.0	38.49859884381294	492.9047001004219	143.34586500776916	0.10704671389725062	68.27944325373922	689.0498793524267	688.3759704530239	39678.0	574.1689353220165	806.2806667983532	70.0999640060554	0.4041431511465605	42.72741194575407	1000.0858763442272	1000.0000100135803	203823.0	926.6818593144417	1073.909436121583	44.858523378577345	0.13583562042057573	0.4668848590714442	0.49759478405873825	0.7636120401337793
sub-03_T1w	0.40296423273278126	3.325175564538152	0.5231455746803878	39049.07643405546	3.7056363415957208	3.789619024787163	3.84433	3.48296	0.2425927451455589	0.3977633582941636	0.3596438965602775	0.32466669380664825	0.04429008811712265	0.0	0.003171067615241747	16.784576567840997	9.895752293359637	12.955071043858279	176	256	169	1.800950072290319	8.988207288665867	11.414821391047367	23.45530681218591	26.28352806753181	110.5216831704878	98.02489805050323	157.26948291349007	0.9998999834060669	1.0	1.0	9.745104595948698	4.165693187097127	5.11530465794433	2.809717357158661	1913064.0	0.0	20.921587705612183	7.787003344658205	2.227848409337639	77.20952103315791	185.0598540506228	167.12414972484112	54982.0	67.8665614411235	367.20520338863116	92.79692562356952	-0.09073823149138027	78.635469854895	701.9846717351116	702.7535374462605	18605.0	573.376859754324	830.1634129881859	78.18407258268518	0.3320666552033309	41.144231171020856	1000.1451964030442	1000.0000206232071	182059.0	930.8355858951807	1070.1781149208546	42.63415875410336	0.15988068656639573	0.44614241651126263	0.5064604091668204	0.7413793103448276
sub-04_T1w	0.37965341367441485	3.5185502605082903	0.5422909311835534	49908.167893007536	3.4091524458089073	3.4907473374267215	3.48447	3.25224	0.20278944552251776	0.42173536768912984	0.3754751867883524	0.27598193287849426	0.03494159728288648	0.0	0.00426524222253214	16.030067525880668	8.011495672609087	10.568402088955873	176	256	169	1.8375770155476403	8.912435833034339	11.875689513145565	24.877055690854714	48.45749268889824	132.11947385530584	123.85707760065152	190.9942662577505	0.9999176859855652	1.0	1.0	10.063778836423312	3.4301363142380508	3.965516739161131	2.3135917857289314	1996334.0	0.0	16.176925241947174	5.945367758061849	-0.06603112306097447	149.73760414280122	268.41328263205463	253.71175432950258	39703.0	64.63665366098284	503.7982742860913	138.06689844402092	0.030373510987755648	76.51634786012912	690.5152975189799	691.7457266747952	31811.0	560.0167329534888	817.6816323027015	77.61456764505115	0.09059307085005663	40.51342103430769	999.3284853511071	999.9999519214034	233235.0	932.0860135182738	1062.4122783616185	40.19759494795207	0.1384127098832849	0.4604908153799075	0.5009255671356966	0.8963878637447337
sub-05_T1w	0.38222230789284883	3.555779812056409	0.5382500403943167	53481.73986411227	3.488228810317235	3.5817064309517046	3.57255	3.31043	0.23701597629430451	0.401831471453509	0.36115255225218645	0.25040167570114136	0.025171619653701793	0.0	0.0037424807831892702	14.9060325927802	8.59703412136983	11.534044046477703	176	256	169	1.6954696557560325	8.633195413031416	12.21271653386872	26.309484532818708	41.28730022010805	139.57747993488258	128.10229889335736	203.44211652508147	0.9999256134033203	1.0	1.0	8.695790153016778	3.220202629659516	4.008426450351518	2.1719936672598124	1991355.0	0.0	15.92795355990529	5.855662152215369	-0.027396942282158054	113.95066622433369	226.01103501986717	202.94014000799507	45284.0	61.080699959769845	448.9113594311289	119.69420895138462	-0.09420535550409381	80.45270472311945	686.1885106643618	686.0674630925059	22147.0	555.3611222332344	817.7732742084191	79.46674911749207	0.012222918902939472	39.5325688681778	997.5931975479588	999.9823527093977	204502.0	931.4497720375657	1053.628830442205	38.008342829305825	0.17169055688221396	0.4715120712928657	0.5199999802321125	0.9244947268749796
sub-06_T1w	0.4049051355002855	3.3116311153989964	0.5367129334053178	21005.78752358833	3.3560388171946607	3.367266451583982	3.52616	3.17469	0.2441795321089035	0.41189526866202125	0.3439251992290752	0.397351935505867	0.057051676511764515	0.0	0.0021732270734196976	16.131361134043107	9.372727831269255	13.031478356686776	176	256	169	1.9769767657730055	9.581372182277468	10.588248660246622	20.206397032689395	25.042084643832442	88.57432307882688	79.81288954886479	125.822260923935	0.9998941421508789	1.0	1.0	15.040483336817179	5.206968000214905	7.14084154221349	3.5120465457439423	1882938.0	0.0	30.429550141096115	12.01266788639559	1.8507839545591427	86.29730182174353	214.38860223983772	199.0323441028595	43261.0	78.37021347880363	407.9377141594887	100.67394173186138	0.02474060373459297	72.93396436664653	703.7031078470333	703.9811341762543	9947.0	581.5236846536397	825.4316332906484	73.47024343581917	0.5081095570424163	46.93553672920988	1000.21739342843	1000.0245541930199	160065.0	919.8418299794197	1081.3910591304302	49.49033856766482	0.16996815750836436	0.4564885218333399	0.5159018929095647	0.730721605082282
sub-07_T1w	0.3459487038487479	3.8811732166385475	0.5776383760367928	46245.068844444446	3.212641432049334	3.3050742961480015	3.351	2.98185	0.18373066584753717	0.4529720018727426	0.3632973322797202	0.25557711720466614	0.03057928681373595	0.0	0.0036106407285083314	17.371024197580933	7.666222423543961	10.893777729604741	176	256	169	1.7167894020922811	9.053250716869552	11.699745461851672	24.329196266593186	38.04019297535179	128.07294093384473	119.06711458384603	191.08820984234157	0.9999502897262573	1.0	1.0	8.838302519421042	3.428450060399335	4.667426129068005	2.3124544247984886	1701142.0	0.0	19.118717685341835	7.022580730773621	1.6258552337839118	101.63869667246847	215.71782970184137	199.07137186080217	26109.0	59.32993305325508	440.7865883111954	115.95339490590278	0.1747194714908309	71.10659416607754	671.7709935576137	670.2294088378549	40727.0	551.7297757938504	797.23960249722	74.03099742068818	0.08901013307102312	42.97710626894284	997.5452942042818	999.9999764561653	215576.0	926.2017261907458	1057.4653793275356	41.102782275590236	0.1482954471098266	0.45931066482613375	0.49836026166678443	0.9073036956270341
sub-08_T1w	0.3621586024042677	3.629586586228818	0.5486775071926598	29697.170961905227	3.4215085692077225	3.5073857076231683	3.57796	3.17918	0.20191831710232963	0.4480226797353016	0.3500590031623688	0.376609206199646	0.05541942119598392	0.0	0.0027842195359680374	18.581197149292862	8.93572496084648	12.86116452763986	176	256	169	1.7455920640250946	9.737258765189553	11.13169383111071	21.91223066411748	24.473759975975952	88.2063506530159	80.05825027850793	127.49464020653193	0.9998558163642883	1.0	1.0	8.72500877786531	5.138672609913664	5.870605919248432	3.4659820050001144	1794530.0	0.0	23.74839521944523	8.800029211319844	6.55115343226953	85.2639010830119	213.6989105225102	191.96405519545078	31637.0	77.8896015316248	429.34531162679195	109.96900437047199	0.14948627721233354	68.21112086640953	691.6673550796716	691.8613560795784	29074.0	573.7946046248078	809.8420998327433	71.05176871417606	0.4338622148255351	43.39323537260427	1000.4654758718427	1000.0256672352552	186401.0	926.4184790253639	1075.7124446481466	45.63766236777342	0.14831830049599026	0.467109590163961	0.5057872151217253	0.6446197638307848
sub-09_T1w	0.37271334330182565	3.507047720865193	0.5826792652687703	35857.2096	3.331023608440733	3.4380508253222	3.4609	3.09412	0.20578010478869846	0.4239669724292604	0.37025292278204114	0.3582138568162918	0.0565541535615921	0.0	0.0032542614916889205	14.761054810064811	7.3908969342973005	9.820740409417276	176	256	169	1.6567126528924387	9.521138425597579	10.892840270416334	21.500669732758983	27.93209077205854	105.89890940109325	95.382665592114	152.31699660319018	0.9999415874481201	1.0	1.0	10.015015456081537	4.301137853262452	4.890545880134478	2.901073396205902	1606320.0	0.0	19.861194789409637	7.458844939510284	3.4367179337630924	84.1865020586639	207.38241438235565	183.3813125640154	41050.0	73.48642072081566	433.27642752081147	110.68852440809535	0.19460265681388034	70.24088971135527	694.6728233770204	695.2533973753452	23973.0	571.8908301889896	814.3402286946773	73.02056386406903	0.911579403774466	43.34223529056778	1000.5490826753376	999.9999996721745	238461.0	925.754836678505	1076.655285179615	46.51008156120019	0.16970654955766817	0.463202147236847	0.5143144436127708	0.7195317768714474
sub-10_T1w	0.3613718437095105	3.740595182648158	0.5752916699566255	45284.960006925205	3.4596312077911695	3.4356636233735096	3.75119	3.19204	0.2123966382097339	0.42466866176642226	0.3629347000238438	0.2446499615907669	0.029985645413398737	0.0	0.004310329512318308	14.14062602779631	7.395039536329527	10.197001599471713	176	256	169	1.984714606143282	9.865635783424988	12.141302805751854	24.57355802768729	39.794196246292124	131.81893789002282	120.44310742714924	189.71618814513275	0.9998999834060669	1.0	1.0	8.808975390518318	3.4532446991098356	4.430016533115951	2.3291781544685364	1646500.0	0.0	17.32908546924591	6.335858230136597	1.8269949531875085	89.09371323703375	228.85949535811667	209.7564678788185	34441.0	92.01185381412506	437.19605630636215	105.68442538337555	0.13528646079044693	68.40187099996763	695.2383657233877	694.821793615818	37622.0	579.0001490354538	813.3294464439153	70.42755019127097	0.13669869444016447	41.880951710804084	997.591835864104	1000.0000321269035	243725.0	927.1060726046562	1058.080418586731	40.694065527896456	0.16173772016326413	0.4526497188945608	0.5186454289035757	0.9114794748552115
